BOUT_UID,EVENT,BOUT,FIGHTER_2,FIGHTER_1,CTRL_mean,CTRL against_mean,OUTCOME
4554,UFC 184: Rousey vs Zingano,James Krause vs. Valmir Lazaro,Valmir Lazaro,James Krause,32.5,50.75,0
4553,UFC 184: Rousey vs Zingano,Derrick Lewis vs. Ruan Potts,Ruan Potts,Derrick Lewis,63.16666666666667,-186.16666666666666,1
4552,UFC 184: Rousey vs Zingano,Dhiego Lima vs. Tim Means,Tim Means,Dhiego Lima,238.07142857142856,-164.42857142857142,0
4551,UFC 184: Rousey vs Zingano,Roman Salazar vs. Norifumi Yamamoto,Norifumi Yamamoto,Roman Salazar,-105.33333333333331,-135.66666666666663,0
4550,UFC 184: Rousey vs Zingano,Mark Munoz vs. Roan Carneiro,Roan Carneiro,Mark Munoz,123.80000000000001,139.8,0
4549,UFC 184: Rousey vs Zingano,Tony Ferguson vs. Gleison Tibau,Gleison Tibau,Tony Ferguson,-141.23214285714286,-13.839285714285722,1
4548,UFC 184: Rousey vs Zingano,Alan Jouban vs. Richard Walsh,Richard Walsh,Alan Jouban,-384.5,-80.0,1
4547,UFC 184: Rousey vs Zingano,Jake Ellenberger vs. Josh Koscheck,Josh Koscheck,Jake Ellenberger,-96.012987012987,-53.27272727272727,1
4546,UFC 184: Rousey vs Zingano,Raquel Pennington vs. Holly Holm,Holly Holm,Raquel Pennington,145.33333333333334,208.33333333333331,0
4545,UFC 184: Rousey vs Zingano,Ronda Rousey vs. Cat Zingano,Cat Zingano,Ronda Rousey,-210.25,-199.25,1
4544,UFC 185: Pettis vs Dos Anjos,Larissa Pacheco vs. Germaine de Randamie,Germaine de Randamie,Larissa Pacheco,-115.5,34.5,0
4543,UFC 185: Pettis vs Dos Anjos,Jake Lindsey vs. Joe Duffy,Joe Duffy,Jake Lindsey,93.0,284.5,0
4542,UFC 185: Pettis vs Dos Anjos,Sergio Pettis vs. Ryan Benoit,Ryan Benoit,Sergio Pettis,-82.25,-59.5,0
4541,UFC 185: Pettis vs Dos Anjos,Jared Rosholt vs. Josh Copeland,Josh Copeland,Jared Rosholt,435.75,-73.25,1
4540,UFC 185: Pettis vs Dos Anjos,Daron Cruickshank vs. Beneil Dariush,Beneil Dariush,Daron Cruickshank,-72.15,45.599999999999994,0
4539,UFC 185: Pettis vs Dos Anjos,Elias Theodorou vs. Roger Narvaez,Roger Narvaez,Elias Theodorou,208.0,53.5,1
4538,UFC 185: Pettis vs Dos Anjos,Ross Pearson vs. Sam Stout,Sam Stout,Ross Pearson,-39.56666666666667,5.283333333333331,1
4537,UFC 185: Pettis vs Dos Anjos,Chris Cariaso vs. Henry Cejudo,Henry Cejudo,Chris Cariaso,84.0,284.3636363636364,0
4536,UFC 185: Pettis vs Dos Anjos,Roy Nelson vs. Alistair Overeem,Alistair Overeem,Roy Nelson,-125.08333333333333,70.41666666666667,0
4535,UFC 185: Pettis vs Dos Anjos,Johny Hendricks vs. Matt Brown,Matt Brown,Johny Hendricks,119.37179487179483,-102.80128205128206,1
4534,UFC 185: Pettis vs Dos Anjos,Carla Esparza vs. Joanna Jedrzejczyk,Joanna Jedrzejczyk,Carla Esparza,264.0,-424.0,0
4533,UFC 185: Pettis vs Dos Anjos,Anthony Pettis vs. Rafael Dos Anjos,Rafael Dos Anjos,Anthony Pettis,-82.57692307692307,84.35897435897431,0
4532,UFC Fight Night: Maia vs LaFlare,Bentley Syler vs. Fredy Serrano,Fredy Serrano,Bentley Syler,-42.0,42.0,0
4531,UFC Fight Night: Maia vs LaFlare,Jorge de Oliveira vs. Christos Giagos,Christos Giagos,Jorge de Oliveira,0.0,365.0,0
4530,UFC Fight Night: Maia vs LaFlare,Leonardo Mafra vs. Cain Carrizosa,Cain Carrizosa,Leonardo Mafra,-3.0,275.5,1
4529,UFC Fight Night: Maia vs LaFlare,Leandro Silva vs. Drew Dober,Drew Dober,Leandro Silva,49.333333333333286,85.0,0
4528,UFC Fight Night: Maia vs LaFlare,Edimilson Souza vs. Katsunori Kikuno,Katsunori Kikuno,Edimilson Souza,-190.66666666666663,195.83333333333334,1
4527,UFC Fight Night: Maia vs LaFlare,Francisco Trinaldo vs. Akbarh Arreola,Akbarh Arreola,Francisco Trinaldo,106.375,111.5,1
4526,UFC Fight Night: Maia vs LaFlare,Godofredo Pepey vs. Andre Fili,Andre Fili,Godofredo Pepey,-139.66666666666669,7.0,1
4525,UFC Fight Night: Maia vs LaFlare,Gilbert Burns vs. Alex Oliveira,Alex Oliveira,Gilbert Burns,18.5,-150.5,1
4524,UFC Fight Night: Maia vs LaFlare,Amanda Nunes vs. Shayna Baszler,Shayna Baszler,Amanda Nunes,34.33333333333334,-13.0,1
4523,UFC Fight Night: Maia vs LaFlare,Leonardo Santos vs. Anthony Rocco Martin,Anthony Rocco Martin,Leonardo Santos,-58.333333333333314,200.66666666666669,1
4522,UFC Fight Night: Maia vs LaFlare,Erick Silva vs. Josh Koscheck,Josh Koscheck,Erick Silva,-143.80555555555554,35.083333333333314,1
4521,UFC Fight Night: Maia vs LaFlare,Demian Maia vs. Ryan LaFlare,Ryan LaFlare,Demian Maia,-77.75,27.0,1
4520,UFC Fight Night: Mendes vs Lamas,Ron Stallings vs. Justin Jones,Justin Jones,Ron Stallings,0.0,-496.0,1
4519,UFC Fight Night: Mendes vs Lamas,Shamil Abdurakhimov vs. Timothy Johnson,Timothy Johnson,Shamil Abdurakhimov,-26.0,26.0,0
4518,UFC Fight Night: Mendes vs Lamas,Gray Maynard vs. Alexander Yakovlev,Alexander Yakovlev,Gray Maynard,58.71428571428572,-422.07142857142856,0
4517,UFC Fight Night: Mendes vs Lamas,Liz Carmouche vs. Lauren Murphy,Lauren Murphy,Liz Carmouche,217.0,-440.75,1
4516,UFC Fight Night: Mendes vs Lamas,Dustin Poirier vs. Diego Ferreira,Diego Ferreira,Dustin Poirier,158.3636363636364,-106.84848484848482,1
4515,UFC Fight Night: Mendes vs Lamas,Clay Guida vs. Robert Peralta,Robert Peralta,Clay Guida,196.9142857142857,-84.82857142857145,1
4514,UFC Fight Night: Mendes vs Lamas,Julianna Pena vs. Milana Dudieva,Milana Dudieva,Julianna Pena,112.0,-451.0,1
4513,UFC Fight Night: Mendes vs Lamas,Michael Chiesa vs. Mitch Clarke,Mitch Clarke,Michael Chiesa,64.75,-225.83333333333331,1
4512,UFC Fight Night: Mendes vs Lamas,Jorge Masvidal vs. Al Iaquinta,Al Iaquinta,Jorge Masvidal,178.20833333333331,80.58333333333334,0
4511,UFC Fight Night: Mendes vs Lamas,Chad Mendes vs. Ricardo Lamas,Ricardo Lamas,Chad Mendes,-18.095238095238074,-142.98412698412696,1
4510,UFC Fight Night: Gonzaga vs Cro Cop 2,Taylor Lapilus vs. Rocky Lee,Rocky Lee,Taylor Lapilus,-104.0,104.0,1
4509,UFC Fight Night: Gonzaga vs Cro Cop 2,Marcin Bandel vs. Stevie Ray,Stevie Ray,Marcin Bandel,-194.0,-90.0,0
4508,UFC Fight Night: Gonzaga vs Cro Cop 2,Izabela Badurek vs. Aleksandra Albu,Aleksandra Albu,Izabela Badurek,80.0,-80.0,0
4507,UFC Fight Night: Gonzaga vs Cro Cop 2,Daniel Omielanczuk vs. Anthony Hamilton,Anthony Hamilton,Daniel Omielanczuk,11.166666666666686,492.5,0
4506,UFC Fight Night: Gonzaga vs Cro Cop 2,Damian Stasiak vs. Yaotzin Meza,Yaotzin Meza,Damian Stasiak,6.75,453.25,0
4505,UFC Fight Night: Gonzaga vs Cro Cop 2,Sergio Moraes vs. Mickael Lebout,Mickael Lebout,Sergio Moraes,105.0,-195.0,1
4504,UFC Fight Night: Gonzaga vs Cro Cop 2,Bartosz Fabinski vs. Garreth McLellan,Garreth McLellan,Bartosz Fabinski,493.0,-493.0,1
4503,UFC Fight Night: Gonzaga vs Cro Cop 2,Seth Baczynski vs. Leon Edwards,Leon Edwards,Seth Baczynski,30.200000000000003,-227.5,0
4502,UFC Fight Night: Gonzaga vs Cro Cop 2,Joanne Wood vs. Maryna Moroz,Maryna Moroz,Joanne Wood,329.0,26.0,0
4501,UFC Fight Night: Gonzaga vs Cro Cop 2,Pawel Pawlak vs. Sheldon Westcott,Sheldon Westcott,Pawel Pawlak,-201.0,234.0,1
4500,UFC Fight Night: Gonzaga vs Cro Cop 2,Jimi Manuwa vs. Jan Blachowicz,Jan Blachowicz,Jimi Manuwa,66.0,178.5,1
4499,UFC Fight Night: Gonzaga vs Cro Cop 2,Gabriel Gonzaga vs. Mirko Filipovic,Mirko Filipovic,Gabriel Gonzaga,-68.63888888888889,-215.69444444444443,0
4498,UFC on FOX: Machida vs Rockhold,Eddie Gordon vs. Chris Dempsey,Chris Dempsey,Eddie Gordon,205.5,5.0,0
4497,UFC on FOX: Machida vs Rockhold,Diego Brandao vs. Jimy Hettes,Jimy Hettes,Diego Brandao,-152.51428571428573,-24.599999999999994,1
4496,UFC on FOX: Machida vs Rockhold,George Sullivan vs. Tim Means,Tim Means,George Sullivan,163.875,-76.0,0
4495,UFC on FOX: Machida vs Rockhold,Takeya Mizugaki vs. Aljamain Sterling,Aljamain Sterling,Takeya Mizugaki,-257.6,32.2,0
4494,UFC on FOX: Machida vs Rockhold,Corey Anderson vs. Gian Villante,Gian Villante,Corey Anderson,154.5,-82.5,0
4493,UFC on FOX: Machida vs Rockhold,Ovince Saint Preux vs. Patrick Cummins,Patrick Cummins,Ovince Saint Preux,-313.08333333333337,120.33333333333334,1
4492,UFC on FOX: Machida vs Rockhold,Jim Miller vs. Beneil Dariush,Beneil Dariush,Jim Miller,-57.19999999999999,132.65,0
4491,UFC on FOX: Machida vs Rockhold,Felice Herrig vs. Paige VanZant,Paige VanZant,Felice Herrig,-161.0,-58.0,0
4490,UFC on FOX: Machida vs Rockhold,Cub Swanson vs. Max Holloway,Max Holloway,Cub Swanson,8.909090909090907,133.5340909090909,0
4489,UFC on FOX: Machida vs Rockhold,Jacare Souza vs. Chris Camozzi,Chris Camozzi,Jacare Souza,253.58333333333331,-133.5,1
4488,UFC on FOX: Machida vs Rockhold,Lyoto Machida vs. Luke Rockhold,Luke Rockhold,Lyoto Machida,20.454545454545453,68.63636363636364,0
4487,UFC 186: Johnson vs Horiguchi,Randa Markos vs. Aisling Daly,Aisling Daly,Randa Markos,-49.0,327.0,1
4486,UFC 186: Johnson vs Horiguchi,Jessica Rakoczy vs. Valerie Letourneau,Valerie Letourneau,Jessica Rakoczy,1.0,142.0,0
4485,UFC 186: Johnson vs Horiguchi,Nordine Taleb vs. Chris Clements,Chris Clements,Nordine Taleb,348.0,-214.5,1
4484,UFC 186: Johnson vs Horiguchi,Olivier Aubin-Mercier vs. David Michaud,David Michaud,Olivier Aubin-Mercier,-206.5,-80.5,1
4483,UFC 186: Johnson vs Horiguchi,Chad Laprise vs. Bryan Barberena,Bryan Barberena,Chad Laprise,92.5,-81.0,1
4482,UFC 186: Johnson vs Horiguchi,Alexis Davis vs. Sarah Kaufman,Sarah Kaufman,Alexis Davis,106.25,7.0,1
4481,UFC 186: Johnson vs Horiguchi,Patrick Cote vs. Joe Riggs,Joe Riggs,Patrick Cote,115.28571428571428,203.28571428571428,1
4480,UFC 186: Johnson vs Horiguchi,Yves Jabouin vs. Thomas Almeida,Thomas Almeida,Yves Jabouin,171.75,-32.75,0
4479,UFC 186: Johnson vs Horiguchi,John Makdessi vs. Shane Campbell,Shane Campbell,John Makdessi,-29.0,-32.875,1
4478,UFC 186: Johnson vs Horiguchi,Michael Bisping vs. CB Dollaway,CB Dollaway,Michael Bisping,-114.78787878787877,59.82828282828284,1
4477,UFC 186: Johnson vs Horiguchi,Quinton Jackson vs. Fabio Maldonado,Fabio Maldonado,Quinton Jackson,-41.277777777777786,33.88888888888886,1
4476,UFC 186: Johnson vs Horiguchi,Demetrious Johnson vs. Kyoji Horiguchi,Kyoji Horiguchi,Demetrious Johnson,87.77272727272728,155.6590909090909,1
4475,UFC Fight Night: Miocic vs Hunt,Alptekin Ozkilic vs. Ben Nguyen,Ben Nguyen,Alptekin Ozkilic,194.33333333333331,-35.0,0
4474,UFC Fight Night: Miocic vs Hunt,Vik Grujic vs. Brendan O'Reilly,Brendan O'Reilly,Vik Grujic,-123.0,-239.66666666666669,0
4473,UFC Fight Night: Miocic vs Hunt,Alex Chambers vs. Kailin Curran,Kailin Curran,Alex Chambers,-148.0,-273.0,1
4472,UFC Fight Night: Miocic vs Hunt,Dylan Andrews vs. Brad Scott,Brad Scott,Dylan Andrews,-85.33333333333334,57.416666666666686,0
4471,UFC Fight Night: Miocic vs Hunt,Bec Rawlings vs. Lisa Ellis,Lisa Ellis,Bec Rawlings,-102.0,175.0,1
4470,UFC Fight Night: Miocic vs Hunt,Daniel Kelly vs. Sam Alvey,Sam Alvey,Daniel Kelly,15.166666666666666,-55.66666666666666,0
4469,UFC Fight Night: Miocic vs Hunt,Kyle Noke vs. Jonavin Webb,Jonavin Webb,Kyle Noke,-81.57142857142856,-10.285714285714278,1
4468,UFC Fight Night: Miocic vs Hunt,Hatsu Hioki vs. Dan Hooker,Dan Hooker,Hatsu Hioki,197.85714285714283,122.7142857142857,0
4467,UFC Fight Night: Miocic vs Hunt,Jake Matthews vs. James Vick,James Vick,Jake Matthews,323.1666666666667,-23.166666666666657,0
4466,UFC Fight Night: Miocic vs Hunt,Anthony Perosh vs. Sean O'Connell,Sean O'Connell,Anthony Perosh,-117.66666666666663,87.0,0
4465,UFC Fight Night: Miocic vs Hunt,Brad Tavares vs. Robert Whittaker,Robert Whittaker,Brad Tavares,120.06060606060606,107.69696969696972,0
4464,UFC Fight Night: Miocic vs Hunt,Stipe Miocic vs. Mark Hunt,Mark Hunt,Stipe Miocic,-7.444444444444457,-50.875,1
4463,UFC Fight Night: Edgar vs Faber,Nolan Ticman vs. Yao Zhikui,Yao Zhikui,Nolan Ticman,-219.0,-122.0,0
4462,UFC Fight Night: Edgar vs Faber,Roldan Sangcha'an vs. Jon Delos Reyes,Jon Delos Reyes,Roldan Sangcha'an,6.0,358.5,0
4461,UFC Fight Night: Edgar vs Faber,Guangyou Ning vs. Royston Wee,Royston Wee,Guangyou Ning,-529.0,-90.0,1
4460,UFC Fight Night: Edgar vs Faber,Li Jingliang vs. Dhiego Lima,Dhiego Lima,Li Jingliang,-65.83333333333331,166.16666666666666,1
4459,UFC Fight Night: Edgar vs Faber,Zhang Lipeng vs. Kajan Johnson,Kajan Johnson,Zhang Lipeng,201.0,294.3333333333333,0
4458,UFC Fight Night: Edgar vs Faber,Tae Hyun Bang vs. Jon Tuck,Jon Tuck,Tae Hyun Bang,-147.0,-22.25,0
4457,UFC Fight Night: Edgar vs Faber,Mark Eddiva vs. Levan Makashvili,Levan Makashvili,Mark Eddiva,16.0,-2.0,0
4456,UFC Fight Night: Edgar vs Faber,Phillipe Nover vs. Yui Chul Nam,Yui Chul Nam,Phillipe Nover,86.0,-69.0,1
4455,UFC Fight Night: Edgar vs Faber,Hyun Gyu Lim vs. Neil Magny,Neil Magny,Hyun Gyu Lim,-180.5,-101.52777777777777,0
4454,UFC Fight Night: Edgar vs Faber,Mark Munoz vs. Luke Barnatt,Luke Barnatt,Mark Munoz,135.12727272727273,36.5090909090909,1
4453,UFC Fight Night: Edgar vs Faber,Gegard Mousasi vs. Constantinos Philippou,Constantinos Philippou,Gegard Mousasi,-27.355555555555554,-39.133333333333326,1
4452,UFC Fight Night: Edgar vs Faber,Frankie Edgar vs. Urijah Faber,Urijah Faber,Frankie Edgar,63.336363636363586,-23.690909090909095,1
4451,UFC 187: Johnson vs Cormier,Justin Scoggins vs. Josh Sampo,Josh Sampo,Justin Scoggins,235.08333333333331,-82.91666666666663,1
4450,UFC 187: Johnson vs Cormier,Islam Makhachev vs. Leo Kuntz,Leo Kuntz,Islam Makhachev,180.0,-180.0,1
4449,UFC 187: Johnson vs Cormier,Mike Pyle vs. Colby Covington,Colby Covington,Mike Pyle,-264.27272727272725,122.1818181818182,0
4448,UFC 187: Johnson vs Cormier,Uriah Hall vs. Rafael Natal,Rafael Natal,Uriah Hall,-136.16666666666663,-0.08333333333334281,0
4447,UFC 187: Johnson vs Cormier,Dong Hyun Kim vs. Joshua Burkman,Joshua Burkman,Dong Hyun Kim,316.1,-46.9,1
4446,UFC 187: Johnson vs Cormier,John Dodson vs. Zach Makovsky,Zach Makovsky,John Dodson,-289.5,-117.33333333333334,1
4445,UFC 187: Johnson vs Cormier,Joseph Benavidez vs. John Moraga,John Moraga,Joseph Benavidez,-8.557142857142864,-195.0857142857143,1
4444,UFC 187: Johnson vs Cormier,Travis Browne vs. Andrei Arlovski,Andrei Arlovski,Travis Browne,-11.409090909090907,-10.454545454545453,0
4443,UFC 187: Johnson vs Cormier,Donald Cerrone vs. John Makdessi,John Makdessi,Donald Cerrone,63.00653594771242,3.8758169934640563,1
4442,UFC 187: Johnson vs Cormier,Chris Weidman vs. Vitor Belfort,Vitor Belfort,Chris Weidman,214.71428571428572,-97.53571428571428,1
4441,UFC 187: Johnson vs Cormier,Anthony Johnson vs. Daniel Cormier,Daniel Cormier,Anthony Johnson,-113.16666666666666,-69.26666666666667,0
4440,UFC Fight Night: Condit vs Alves,Luiz Dutra vs. Tom Breese,Tom Breese,Luiz Dutra,-58.0,12.0,0
4439,UFC Fight Night: Condit vs Alves,Juliana Lima vs. Ericka Almeida,Ericka Almeida,Juliana Lima,353.0,-504.5,1
4438,UFC Fight Night: Condit vs Alves,Lucas Martins vs. Mirsad Bektic,Mirsad Bektic,Lucas Martins,-549.6,93.1,0
4437,UFC Fight Night: Condit vs Alves,Elizeu Zaleski dos Santos vs. Nicolas Dalby,Nicolas Dalby,Elizeu Zaleski dos Santos,-218.0,218.0,0
4436,UFC Fight Night: Condit vs Alves,Jussier Formiga vs. Wilson Reis,Wilson Reis,Jussier Formiga,-143.1,6.200000000000003,1
4435,UFC Fight Night: Condit vs Alves,Rony Jason vs. Damon Jackson,Damon Jackson,Rony Jason,-75.0,19.333333333333336,0
4434,UFC Fight Night: Condit vs Alves,Wendell Oliveira Marques vs. Darren Till,Darren Till,Wendell Oliveira Marques,-66.0,-118.0,0
4433,UFC Fight Night: Condit vs Alves,Francisco Trinaldo vs. Norman Parke,Norman Parke,Francisco Trinaldo,-68.11111111111111,126.72222222222223,1
4432,UFC Fight Night: Condit vs Alves,Francimar Barroso vs. Ryan Jimmo,Ryan Jimmo,Francimar Barroso,-17.333333333333314,134.0,1
4431,UFC Fight Night: Condit vs Alves,KJ Noons vs. Alex Oliveira,Alex Oliveira,KJ Noons,-199.75,-141.75,0
4430,UFC Fight Night: Condit vs Alves,Nik Lentz vs. Charles Oliveira,Charles Oliveira,Nik Lentz,210.33333333333331,55.99999999999997,0
4429,UFC Fight Night: Condit vs Alves,Carlos Condit vs. Thiago Alves,Thiago Alves,Carlos Condit,-24.67857142857143,102.32142857142858,1
4428,UFC Fight Night: Boetsch vs Henderson,Jose Quinonez vs. Leonardo Morales,Leonardo Morales,Jose Quinonez,71.0,-210.0,1
4427,UFC Fight Night: Boetsch vs Henderson,Ricardo Abreu vs. Jake Collier,Jake Collier,Ricardo Abreu,-109.0,-1.0,0
4426,UFC Fight Night: Boetsch vs Henderson,Joe Proctor vs. Justin Edwards,Justin Edwards,Joe Proctor,-94.5,-104.69999999999999,1
4425,UFC Fight Night: Boetsch vs Henderson,Chris Wade vs. Christos Giagos,Christos Giagos,Chris Wade,211.5,6.5,1
4424,UFC Fight Night: Boetsch vs Henderson,Brian Ebersole vs. Omari Akhmedov,Omari Akhmedov,Brian Ebersole,150.61904761904762,-4.238095238095241,0
4423,UFC Fight Night: Boetsch vs Henderson,Shawn Jordan vs. Derrick Lewis,Derrick Lewis,Shawn Jordan,2.5,21.75,1
4422,UFC Fight Night: Boetsch vs Henderson,Francisco Rivera vs. Alex Caceres,Alex Caceres,Francisco Rivera,-90.38961038961037,-58.883116883116884,1
4421,UFC Fight Night: Boetsch vs Henderson,Joe Soto vs. Anthony Birchak,Anthony Birchak,Joe Soto,-26.0,112.0,0
4420,UFC Fight Night: Boetsch vs Henderson,Thiago Tavares vs. Brian Ortega,Brian Ortega,Thiago Tavares,80.0,9.857142857142858,0
4419,UFC Fight Night: Boetsch vs Henderson,Dustin Poirier vs. Yancy Medeiros,Yancy Medeiros,Dustin Poirier,158.41666666666666,48.33333333333333,1
4418,UFC Fight Night: Boetsch vs Henderson,Ben Rothwell vs. Matt Mitrione,Matt Mitrione,Ben Rothwell,140.2121212121212,2.4848484848484844,1
4417,UFC Fight Night: Boetsch vs Henderson,Tim Boetsch vs. Dan Henderson,Dan Henderson,Tim Boetsch,76.9761904761905,-26.452380952380963,0
4416,UFC 188: Velasquez vs Werdum,Gabriel Benitez vs. Clay Collard,Clay Collard,Gabriel Benitez,-105.5,250.0,1
4415,UFC 188: Velasquez vs Werdum,Augusto Montano vs. Cathal Pendred,Cathal Pendred,Augusto Montano,-93.0,-3.666666666666657,0
4414,UFC 188: Velasquez vs Werdum,Francisco Trevino vs. Johnny Case,Johnny Case,Francisco Trevino,-55.5,166.5,0
4413,UFC 188: Velasquez vs Werdum,Alejandro Perez vs. Patrick Williams,Patrick Williams,Alejandro Perez,-10.0,204.0,0
4412,UFC 188: Velasquez vs Werdum,Efrain Escudero vs. Drew Dober,Drew Dober,Efrain Escudero,18.166666666666657,193.75,1
4411,UFC 188: Velasquez vs Werdum,Henry Cejudo vs. Chico Camus,Chico Camus,Henry Cejudo,5.833333333333314,-269.6666666666667,1
4410,UFC 188: Velasquez vs Werdum,Tecia Torres vs. Angela Hill,Angela Hill,Tecia Torres,-223.0,-332.0,1
4409,UFC 188: Velasquez vs Werdum,Yair Rodriguez vs. Charles Rosa,Charles Rosa,Yair Rodriguez,40.5,-222.0,1
4408,UFC 188: Velasquez vs Werdum,Kelvin Gastelum vs. Nate Marquardt,Nate Marquardt,Kelvin Gastelum,-5.714285714285722,23.0,1
4407,UFC 188: Velasquez vs Werdum,Gilbert Melendez vs. Eddie Alvarez,Eddie Alvarez,Gilbert Melendez,78.33333333333331,-70.66666666666666,0
4406,UFC 188: Velasquez vs Werdum,Cain Velasquez vs. Fabricio Werdum,Fabricio Werdum,Cain Velasquez,256.3,-66.6,0
4405,UFC Fight Night: Jedrzejczyk vs Penne,Taylor Lapilus vs. Yuta Sasaki,Yuta Sasaki,Taylor Lapilus,87.5,19.0,1
4404,UFC Fight Night: Jedrzejczyk vs Penne,Piotr Hallmann vs. Magomed Mustafaev,Magomed Mustafaev,Piotr Hallmann,63.75,-123.5,0
4403,UFC Fight Night: Jedrzejczyk vs Penne,Scott Askham vs. Antonio Dos Santos,Antonio Dos Santos,Scott Askham,74.0,568.0,1
4402,UFC Fight Night: Jedrzejczyk vs Penne,Niklas Backstrom vs. Noad Lahat,Noad Lahat,Niklas Backstrom,-82.0,-34.5,0
4401,UFC Fight Night: Jedrzejczyk vs Penne,Alan Omer vs. Arnold Allen,Arnold Allen,Alan Omer,48.0,179.0,0
4400,UFC Fight Night: Jedrzejczyk vs Penne,Mairbek Taisumov vs. Alan Patrick,Alan Patrick,Mairbek Taisumov,17.25,74.0,1
4399,UFC Fight Night: Jedrzejczyk vs Penne,Makwan Amirkhani vs. Masio Fullen,Masio Fullen,Makwan Amirkhani,-96.0,-195.0,1
4398,UFC Fight Night: Jedrzejczyk vs Penne,Nick Hein vs. Lukasz Sajewski,Lukasz Sajewski,Nick Hein,107.5,41.0,1
4397,UFC Fight Night: Jedrzejczyk vs Penne,Peter Sobotta vs. Steve Kennedy,Steve Kennedy,Peter Sobotta,360.6666666666667,0.6666666666666714,1
4396,UFC Fight Night: Jedrzejczyk vs Penne,Dennis Siver vs. Tatsuya Kawajiri,Tatsuya Kawajiri,Dennis Siver,-57.75,-201.58333333333331,0
4395,UFC Fight Night: Jedrzejczyk vs Penne,Joanna Jedrzejczyk vs. Jessica Penne,Jessica Penne,Joanna Jedrzejczyk,-366.3333333333333,185.0,1
4394,UFC Fight Night: Machida vs Romero,Danny Martinez vs. Sirwan Kakai,Sirwan Kakai,Danny Martinez,-56.5,212.0,0
4393,UFC Fight Night: Machida vs Romero,Steve Montgomery vs. Tony Sims,Tony Sims,Steve Montgomery,-33.0,33.0,0
4392,UFC Fight Night: Machida vs Romero,Leandro Silva vs. Lewis Gonzalez,Lewis Gonzalez,Leandro Silva,-118.25,-67.25,1
4391,UFC Fight Night: Machida vs Romero,Alex Oliveira vs. Joe Merritt,Joe Merritt,Alex Oliveira,-9.5,-502.5,1
4390,UFC Fight Night: Machida vs Romero,Hacran Dias vs. Levan Makashvili,Levan Makashvili,Hacran Dias,14.0,224.75,1
4389,UFC Fight Night: Machida vs Romero,Thiago Santos vs. Steve Bosse,Steve Bosse,Thiago Santos,21.0,2.0,1
4388,UFC Fight Night: Machida vs Romero,Antonio Carlos Junior vs. Eddie Gordon,Eddie Gordon,Antonio Carlos Junior,54.0,326.0,1
4387,UFC Fight Night: Machida vs Romero,Santiago Ponzinibbio vs. Lorenz Larkin,Lorenz Larkin,Santiago Ponzinibbio,-0.6666666666666679,-55.833333333333286,0
4386,UFC Fight Night: Machida vs Romero,Lyoto Machida vs. Yoel Romero,Yoel Romero,Lyoto Machida,-72.03333333333335,26.56666666666667,0
4385,UFC 189: Mendes vs McGregor,Yosdenis Cedeno vs. Cody Pfister,Cody Pfister,Yosdenis Cedeno,-50.666666666666686,113.66666666666669,0
4384,UFC 189: Mendes vs McGregor,Neil Seery vs. Louis Smolka,Louis Smolka,Neil Seery,-143.33333333333334,139.33333333333331,0
4383,UFC 189: Mendes vs McGregor,Cody Garbrandt vs. Henry Briones,Henry Briones,Cody Garbrandt,-4.0,-64.0,1
4382,UFC 189: Mendes vs McGregor,Cathal Pendred vs. John Howard,John Howard,Cathal Pendred,66.83333333333334,-196.13888888888889,0
4381,UFC 189: Mendes vs McGregor,Mike Swick vs. Alex Garcia,Alex Garcia,Mike Swick,-118.33333333333331,44.33333333333333,0
